time_s,time_ms,lane,type,duration_s,kind,strength,beat
6.0816,6082,0,tap,0.0000,kick,1.423,16.5000
6.2625,6262,2,tap,0.0000,snare,1.635,17.0000
6.4453,6445,1,tap,0.0000,kick,0.933,17.5000
6.6281,6628,1,tap,0.0000,hat,1.589,18.0000
6.8087,6809,0,tap,0.0000,kick,1.369,18.5000
6.9893,6989,3,tap,0.0000,snare,1.778,19.0000
7.1717,7172,1,tap,0.0000,kick,0.936,19.5000
7.3541,7354,2,tap,0.0000,snare,1.495,20.0000
7.5360,7536,0,tap,0.0000,kick,1.266,20.5000
7.7179,7718,2,tap,0.0000,hat,1.725,21.0000
7.8988,7899,1,tap,0.0000,kick,0.913,21.5000
7.9590,7959,3,tap,0.0000,snare,0.444,21.6667
8.0796,8080,2,tap,0.0000,snare,1.683,22.0000
8.2606,8261,0,tap,0.0000,kick,1.378,22.5000
8.4417,8442,1,tap,0.0000,hat,1.705,23.0000
8.6247,8625,1,tap,0.0000,kick,0.790,23.5000
8.8078,8808,3,tap,0.0000,snare,1.603,24.0000
8.9885,8988,0,tap,0.0000,kick,1.296,24.5000
9.1691,9169,2,tap,0.0000,hat,1.838,25.0000
9.3513,9351,1,tap,0.0000,kick,0.984,25.5000
9.4120,9412,2,tap,0.0000,snare,0.355,25.6667
9.5335,9533,1,tap,0.0000,hat,1.558,26.0000
9.7149,9715,0,tap,0.0000,kick,1.310,26.5000
9.8964,9896,2,tap,0.0000,hat,1.593,27.0000
10.0780,10078,1,tap,0.0000,kick,0.951,27.5000
10.1386,10139,3,tap,0.0000,snare,0.440,27.6667
10.2596,10260,2,tap,0.0000,snare,1.731,28.0000
10.4407,10441,0,tap,0.0000,kick,1.436,28.5000
10.6218,10622,1,tap,0.0000,hat,1.618,29.0000
10.8043,10804,1,tap,0.0000,kick,0.832,29.5000
10.9867,10987,3,tap,0.0000,snare,1.493,30.0000
11.1677,11168,0,tap,0.0000,kick,1.298,30.5000
11.3488,11349,2,tap,0.0000,hat,1.710,31.0000
11.4387,11439,1,tap,0.0000,snare,0.222,31.2500
11.7086,11709,3,tap,0.0000,snare,3.732,32.0000
11.8903,11890,2,tap,0.0000,snare,0.664,32.5000
12.0720,12072,3,tap,0.0000,snare,2.573,33.0000
12.1944,12194,1,tap,0.0000,kick,0.129,33.3333
12.4391,12439,2,tap,0.0000,snare,1.866,34.0000
12.6218,12622,3,tap,0.0000,snare,0.503,34.5000
12.8044,12804,1,tap,0.0000,hat,0.569,35.0000
12.9861,12986,0,tap,0.0000,kick,1.013,35.5000
13.1678,13168,1,tap,0.0000,kick,1.972,36.0000
13.3485,13349,0,tap,0.0000,kick,0.961,36.5000
13.5292,13529,1,tap,0.0000,kick,2.098,37.0000
13.7102,13710,0,tap,0.0000,kick,0.615,37.5000
13.7705,13770,2,tap,0.0000,snare,0.439,37.6667
13.8911,13891,1,tap,0.0000,kick,1.996,38.0000
14.0738,14074,0,tap,0.0000,kick,0.819,38.5000
14.2564,14256,1,tap,0.0000,kick,1.868,39.0000
14.4378,14438,0,tap,0.0000,kick,0.693,39.5000
14.6192,14619,1,tap,0.0000,kick,2.071,40.0000
14.8001,14800,0,tap,0.0000,kick,0.863,40.5000
14.9809,14981,1,tap,0.0000,kick,2.061,41.0000
15.1637,15164,0,tap,0.0000,kick,0.668,41.5000
15.3466,15347,1,tap,0.0000,kick,1.835,42.0000
15.5275,15528,0,tap,0.0000,kick,0.988,42.5000
15.7084,15708,1,tap,0.0000,kick,2.081,43.0000
15.8898,15890,0,tap,0.0000,kick,0.611,43.5000
16.0712,16071,1,tap,0.0000,kick,1.885,44.0000
16.2533,16253,0,tap,0.0000,kick,0.776,44.5000
16.4353,16435,1,tap,0.0000,kick,1.738,45.0000
16.6170,16617,0,tap,0.0000,kick,0.793,45.5000
16.7987,16799,1,tap,0.0000,kick,1.957,46.0000
16.9796,16980,0,tap,0.0000,kick,0.892,46.5000
17.1604,17160,1,tap,0.0000,kick,2.059,47.0000
17.3433,17343,0,tap,0.0000,kick,0.645,47.5000
17.4042,17404,3,tap,0.0000,snare,0.306,47.6667
17.5261,17526,1,tap,0.0000,kick,1.681,48.0000
17.7070,17707,0,tap,0.0000,kick,0.994,48.5000
17.8879,17888,1,tap,0.0000,kick,1.970,49.0000
18.0700,18070,0,tap,0.0000,kick,0.707,49.5000
18.1307,18131,2,tap,0.0000,snare,0.438,49.6667
18.2521,18252,1,tap,0.0000,kick,1.906,50.0000
18.4323,18432,0,tap,0.0000,kick,0.826,50.5000
18.6124,18612,1,tap,0.0000,kick,1.946,51.0000
18.7956,18796,0,tap,0.0000,kick,0.820,51.5000
18.9789,18979,1,tap,0.0000,kick,1.945,52.0000
19.1603,19160,0,tap,0.0000,kick,1.170,52.5000
19.3417,19342,1,tap,0.0000,kick,1.617,53.0000
19.5241,19524,0,tap,0.0000,kick,0.582,53.5000
19.7064,19706,1,tap,0.0000,kick,1.827,54.0000
19.8878,19888,0,tap,0.0000,kick,1.078,54.5000
20.0691,20069,1,tap,0.0000,kick,1.858,55.0000
20.2500,20250,0,tap,0.0000,kick,0.534,55.5000
20.4310,20431,1,tap,0.0000,kick,2.005,56.0000
20.6128,20613,0,tap,0.0000,kick,1.034,56.5000
20.7946,20795,1,tap,0.0000,kick,1.527,57.0000
20.9767,20977,0,tap,0.0000,kick,0.768,57.5000
21.1587,21159,1,tap,0.0000,kick,1.922,58.0000
21.3395,21339,0,tap,0.0000,kick,1.114,58.5000
21.5203,21520,1,tap,0.0000,kick,1.859,59.0000
21.7025,21702,0,tap,0.0000,kick,0.534,59.5000
21.8847,21885,3,tap,0.0000,snare,1.600,60.0000
22.0668,22067,1,tap,0.0000,kick,0.950,60.5000
22.2490,22249,0,tap,0.0000,kick,1.863,61.0000
22.4296,22430,1,tap,0.0000,kick,0.593,61.5000
22.6102,22610,0,tap,0.0000,kick,1.958,62.0000
22.7925,22793,1,tap,0.0000,kick,0.912,62.5000
22.9749,22975,0,tap,0.0000,kick,1.445,63.0000
23.1563,23156,1,tap,0.0000,kick,0.599,63.5000
23.3377,23338,0,tap,0.0000,kick,1.913,64.0000
23.5187,23519,1,tap,0.0000,kick,1.110,64.5000
23.6998,23700,0,tap,0.0000,kick,1.841,65.0000
23.8821,23882,1,tap,0.0000,kick,0.623,65.5000
23.9429,23943,2,tap,0.0000,snare,0.257,65.6667
24.0645,24064,0,tap,0.0000,kick,1.689,66.0000
24.2462,24246,1,tap,0.0000,kick,1.024,66.5000
24.4280,24428,0,tap,0.0000,kick,1.714,67.0000
24.6103,24610,1,tap,0.0000,kick,0.852,67.5000
24.7926,24793,0,tap,0.0000,kick,1.553,68.0000
24.9742,24974,1,tap,0.0000,kick,0.771,68.5000
25.1557,25156,0,tap,0.0000,kick,1.292,69.0000
25.3370,25337,1,tap,0.0000,kick,0.572,69.5000
25.5183,25518,0,tap,0.0000,kick,1.546,70.0000
25.6996,25700,1,tap,0.0000,kick,0.873,70.5000
25.8810,25881,0,tap,0.0000,kick,1.361,71.0000
26.0625,26063,1,tap,0.0000,kick,0.475,71.5000
26.2440,26244,0,tap,0.0000,kick,1.319,72.0000
26.4263,26426,1,tap,0.0000,kick,0.821,72.5000
26.6086,26609,0,tap,0.0000,kick,1.343,73.0000
26.7890,26789,1,tap,0.0000,kick,0.541,73.5000
26.9694,26969,0,tap,0.0000,kick,1.596,74.0000
27.1512,27151,3,tap,0.0000,snare,0.787,74.5000
27.3330,27333,1,tap,0.0000,kick,1.330,75.0000
27.5157,27516,0,tap,0.0000,kick,0.511,75.5000
27.6985,27699,1,tap,0.0000,kick,1.287,76.0000
27.8800,27880,0,tap,0.0000,kick,0.921,76.5000
28.0615,28061,1,tap,0.0000,kick,1.186,77.0000
28.2417,28242,0,tap,0.0000,kick,0.514,77.5000
28.4219,28422,1,tap,0.0000,kick,1.434,78.0000
28.6045,28605,0,tap,0.0000,kick,0.729,78.5000
28.7872,28787,1,tap,0.0000,kick,1.219,79.0000
28.9684,28968,0,tap,0.0000,kick,0.540,79.5000
29.1495,29150,1,tap,0.0000,kick,1.526,80.0000
29.3316,29332,0,tap,0.0000,kick,0.722,80.5000
29.5137,29514,1,tap,0.0000,kick,0.905,81.0000
29.6956,29696,0,tap,0.0000,kick,0.436,81.5000
29.8775,29878,1,tap,0.0000,kick,0.962,82.0000
30.0585,30058,0,tap,0.0000,kick,0.604,82.5000
30.2395,30239,1,tap,0.0000,kick,0.907,83.0000
30.4214,30421,0,tap,0.0000,kick,0.343,83.5000
30.6033,30603,2,tap,0.0000,snare,0.684,84.0000
30.7859,30786,1,tap,0.0000,kick,0.436,84.5000
30.9684,30968,0,tap,0.0000,kick,0.832,85.0000
31.1491,31149,1,tap,0.0000,kick,0.387,85.5000
31.3297,31330,0,tap,0.0000,kick,0.999,86.0000
31.5112,31511,1,tap,0.0000,kick,0.613,86.5000
31.6927,31693,0,tap,0.0000,kick,0.876,87.0000
31.8746,31875,1,tap,0.0000,kick,0.321,87.5000
32.0566,32057,0,tap,0.0000,kick,1.009,88.0000
32.2382,32238,1,tap,0.0000,kick,0.737,88.5000
32.4199,32420,0,tap,0.0000,kick,1.106,89.0000
32.6012,32601,1,tap,0.0000,kick,0.551,89.5000
32.7826,32783,0,tap,0.0000,kick,1.171,90.0000
32.9640,32964,1,tap,0.0000,kick,0.601,90.5000
33.1454,33145,0,tap,0.0000,kick,1.078,91.0000
33.3275,33328,1,tap,0.0000,kick,0.544,91.5000
33.5097,33510,0,tap,0.0000,kick,1.111,92.0000
33.6906,33691,3,tap,0.0000,snare,0.721,92.5000
33.8716,33872,1,tap,0.0000,kick,1.043,93.0000
34.0542,34054,0,tap,0.0000,kick,0.455,93.5000
34.2368,34237,1,tap,0.0000,kick,1.253,94.0000
34.4179,34418,0,tap,0.0000,kick,0.705,94.5000
34.5990,34599,1,tap,0.0000,kick,1.184,95.0000
34.7797,34780,0,tap,0.0000,kick,0.540,95.5000
34.9605,34960,1,tap,0.0000,kick,1.392,96.0000
35.1434,35143,2,tap,0.0000,snare,0.717,96.5000
35.3263,35326,0,tap,0.0000,kick,0.916,97.0000
35.5075,35508,1,tap,0.0000,kick,0.506,97.5000
35.6888,35689,0,tap,0.0000,kick,1.263,98.0000
35.8695,35870,1,tap,0.0000,kick,0.760,98.5000
36.0502,36050,0,tap,0.0000,kick,1.273,99.0000
36.2349,36235,1,tap,0.0000,kick,0.521,99.5000
36.4195,36420,0,tap,0.0000,kick,0.523,100.0000
36.6004,36600,1,tap,0.0000,kick,0.442,100.5000
36.7812,36781,0,tap,0.0000,kick,0.655,101.0000
36.9617,36962,1,tap,0.0000,kick,0.344,101.5000
37.1423,37142,3,tap,0.0000,snare,0.934,102.0000
37.3232,37323,0,tap,0.0000,kick,0.469,102.5000
37.5042,37504,2,tap,0.0000,snare,0.973,103.0000
37.6864,37686,1,tap,0.0000,kick,0.340,103.5000
37.8686,37869,0,tap,0.0000,kick,1.250,104.0000
38.0499,38050,3,tap,0.0000,snare,0.680,104.5000
38.2312,38231,1,tap,0.0000,kick,0.992,105.0000
38.4139,38414,0,tap,0.0000,kick,0.438,105.5000
38.5965,38597,2,tap,0.0000,snare,0.937,106.0000
38.7778,38778,1,tap,0.0000,kick,0.476,106.5000
38.9592,38959,3,tap,0.0000,snare,0.755,107.0000
39.1403,39140,0,tap,0.0000,kick,0.593,107.5000
39.3215,39321,1,tap,0.0000,kick,1.050,108.0000
39.5043,39504,0,tap,0.0000,kick,0.555,108.5000
39.6871,39687,1,tap,0.0000,kick,0.971,109.0000
39.8679,39868,0,tap,0.0000,kick,0.346,109.5000
40.0487,40049,2,tap,0.0000,snare,1.192,110.0000
40.2298,40230,1,tap,0.0000,kick,0.540,110.5000
40.4110,40411,0,tap,0.0000,kick,1.002,111.0000
40.5937,40594,1,tap,0.0000,kick,0.297,111.5000
40.6546,40655,3,tap,0.0000,snare,0.117,111.6667
40.7763,40776,0,tap,0.0000,kick,0.907,112.0000
40.9575,40957,2,tap,0.0000,snare,0.587,112.5000
41.1386,41139,1,tap,0.0000,kick,0.834,113.0000
41.3201,41320,0,tap,0.0000,kick,0.516,113.5000
41.5016,41502,3,tap,0.0000,snare,0.748,114.0000
41.6837,41684,2,tap,0.0000,snare,0.522,114.5000
41.8657,41866,1,tap,0.0000,kick,0.655,115.0000
42.0475,42048,0,tap,0.0000,kick,0.393,115.5000
42.2294,42229,1,tap,0.0000,kick,0.996,116.0000
42.4102,42410,3,tap,0.0000,snare,0.559,116.5000
42.5911,42591,0,tap,0.0000,kick,0.988,117.0000
42.7737,42774,1,tap,0.0000,kick,0.316,117.5000
42.9564,42956,0,tap,0.0000,kick,0.919,118.0000
43.1377,43138,1,tap,0.0000,kick,0.510,118.5000
43.3191,43319,0,tap,0.0000,kick,0.867,119.0000
43.5000,43500,1,tap,0.0000,kick,0.294,119.5000
43.6809,43681,0,tap,0.0000,kick,0.892,120.0000
43.8637,43864,1,tap,0.0000,kick,0.594,120.5000
44.0465,44046,0,tap,0.0000,kick,0.760,121.0000
44.2277,44228,1,tap,0.0000,kick,0.403,121.5000
44.4089,44409,2,tap,0.0000,snare,0.788,122.0000
44.5897,44590,0,tap,0.0000,kick,0.563,122.5000
44.7706,44771,1,tap,0.0000,kick,0.774,123.0000
44.9515,44951,0,tap,0.0000,kick,0.515,123.5000
45.1324,45132,1,tap,0.0000,kick,0.874,124.0000
45.3155,45316,0,tap,0.0000,kick,0.524,124.5000
45.4986,45499,1,tap,0.0000,kick,0.988,125.0000
45.6795,45680,0,tap,0.0000,kick,0.360,125.5000
45.8604,45860,1,tap,0.0000,kick,0.958,126.0000
46.0421,46042,0,tap,0.0000,kick,0.485,126.5000
46.2238,46224,1,tap,0.0000,kick,0.677,127.0000
46.4357,46436,0,tap,0.0000,kick,0.265,127.6667
46.6196,46620,3,tap,0.0000,snare,0.208,128.2500
46.7756,46776,2,tap,0.0000,snare,0.247,128.7500
46.9663,46966,3,tap,0.0000,snare,0.190,129.3333
47.1918,47192,1,tap,0.0000,kick,0.308,130.0000
47.2914,47291,2,tap,0.0000,snare,0.344,130.3333
47.4905,47491,3,tap,0.0000,snare,0.596,131.0000
47.6128,47613,2,tap,0.0000,snare,0.591,131.3333
47.8572,47857,3,tap,0.0000,snare,0.720,132.0000
47.9774,47977,2,tap,0.0000,snare,0.575,132.3333
48.2178,48218,3,tap,0.0000,snare,0.418,133.0000
48.3997,48400,2,tap,0.0000,snare,0.477,133.5000
48.5817,48582,3,tap,0.0000,snare,0.411,134.0000
48.7024,48702,2,tap,0.0000,snare,0.592,134.3333
48.9439,48944,3,tap,0.0000,snare,0.399,135.0000
49.1260,49126,2,tap,0.0000,snare,0.399,135.5000
49.3081,49308,3,tap,0.0000,snare,0.509,136.0000
49.4891,49489,2,tap,0.0000,snare,0.467,136.5000
49.6701,49670,3,tap,0.0000,snare,0.487,137.0000
49.8533,49853,2,tap,0.0000,snare,0.362,137.5000
50.0366,50037,3,tap,0.0000,snare,0.473,138.0000
50.2178,50218,2,tap,0.0000,snare,0.456,138.5000
50.3989,50399,3,tap,0.0000,snare,0.525,139.0000
50.5196,50520,2,tap,0.0000,snare,0.360,139.3333
50.7611,50761,3,tap,0.0000,snare,0.446,140.0000
50.9422,50942,2,tap,0.0000,snare,0.336,140.5000
51.1232,51123,3,tap,0.0000,snare,0.391,141.0000
51.3069,51307,2,tap,0.0000,snare,0.383,141.5000
51.4906,51491,3,tap,0.0000,snare,0.476,142.0000
51.6107,51611,2,tap,0.0000,snare,0.406,142.3333
51.8508,51851,3,tap,0.0000,snare,0.510,143.0000
51.9709,51971,2,tap,0.0000,snare,0.220,143.3333
52.2110,52211,3,tap,0.0000,snare,0.423,144.0000
52.3948,52395,2,tap,0.0000,snare,0.278,144.5000
52.5786,52579,3,tap,0.0000,snare,0.320,145.0000
52.6999,52700,2,tap,0.0000,snare,0.245,145.3333
52.9425,52943,3,tap,0.0000,snare,0.289,146.0000
53.1228,53123,2,tap,0.0000,snare,0.325,146.5000
53.3031,53303,3,tap,0.0000,snare,0.339,147.0000
53.4252,53425,2,tap,0.0000,snare,0.239,147.3333
53.6693,53669,0,tap,0.0000,kick,0.675,148.0000
53.8499,53850,3,tap,0.0000,snare,0.133,148.5000
54.0306,54031,2,tap,0.0000,snare,0.288,149.0000
54.2141,54214,3,tap,0.0000,snare,0.282,149.5000
54.3976,54398,2,tap,0.0000,snare,0.414,150.0000
54.5179,54518,3,tap,0.0000,snare,0.279,150.3333
54.7585,54758,2,tap,0.0000,snare,0.358,151.0000
54.9393,54939,3,tap,0.0000,snare,0.441,151.5000
55.1202,55120,2,tap,0.0000,snare,0.375,152.0000
55.2415,55242,3,tap,0.0000,snare,0.306,152.3333
55.4843,55484,2,tap,0.0000,snare,0.385,153.0000
55.6661,55666,3,tap,0.0000,snare,0.407,153.5000
55.8479,55848,2,tap,0.0000,snare,0.454,154.0000
56.0295,56030,3,tap,0.0000,snare,0.374,154.5000
56.2111,56211,2,tap,0.0000,snare,0.471,155.0000
56.3910,56391,1,tap,0.0000,kick,0.450,155.5000
56.5710,56571,3,tap,0.0000,snare,0.559,156.0000
56.6936,56694,2,tap,0.0000,snare,0.073,156.3333
56.7549,56755,3,tap,0.0000,snare,0.101,156.5000
56.9389,56939,2,tap,0.0000,snare,0.303,157.0000
57.1193,57119,3,tap,0.0000,snare,0.305,157.5000
57.2997,57300,2,tap,0.0000,snare,0.648,158.0000
57.4213,57421,3,tap,0.0000,snare,0.286,158.3333
57.6645,57665,2,tap,0.0000,snare,0.597,159.0000
57.8461,57846,3,tap,0.0000,snare,0.373,159.5000
58.0276,58028,0,tap,0.0000,kick,0.612,160.0000
58.1188,58119,2,tap,0.0000,snare,0.088,160.2500
58.2100,58210,3,tap,0.0000,snare,0.087,160.5000
58.3924,58392,2,tap,0.0000,snare,0.202,161.0000
58.5765,58576,3,tap,0.0000,snare,0.322,161.5000
58.6685,58668,2,tap,0.0000,snare,0.087,161.7500
58.7605,58761,3,tap,0.0000,snare,0.150,162.0000
58.8833,58883,2,tap,0.0000,snare,0.079,162.3333
59.0367,59037,3,tap,0.0000,snare,0.066,162.7500
59.1288,59129,1,tap,0.0000,kick,0.060,163.0000
59.1298,59130,2,tap,0.0000,snare,0.076,163.0000
59.2609,59261,0,tap,0.0000,kick,0.100,163.3333
59.3929,59393,1,tap,0.0000,kick,0.102,163.6667
59.5250,59525,3,tap,0.0000,snare,0.149,164.0000
59.7081,59708,0,tap,0.0000,kick,0.074,164.5000
59.7997,59800,2,tap,0.0000,snare,0.236,164.7500
59.8913,59891,1,tap,0.0000,kick,0.269,165.0000
60.0034,60003,3,tap,0.0000,snare,0.154,165.3333
60.1155,60116,2,tap,0.0000,snare,0.194,165.6667
60.2277,60228,3,tap,0.0000,snare,0.163,166.0000
60.3520,60352,2,tap,0.0000,hat,0.326,166.3333
60.5075,60507,0,tap,0.0000,kick,0.116,166.7500
60.6008,60601,2,tap,0.0000,snare,0.125,167.0000
60.7691,60769,3,tap,0.0000,snare,0.183,167.5000
60.9375,60937,1,tap,0.0000,kick,0.315,168.0000
61.1173,61117,0,tap,0.0000,kick,0.179,168.5000
61.2072,61207,2,tap,0.0000,snare,0.557,168.7500
61.2972,61297,1,tap,0.0000,kick,0.368,169.0000
61.3882,61388,3,tap,0.0000,snare,0.230,169.2500
61.4792,61479,0,tap,0.0000,kick,0.264,169.5000
61.6613,61661,1,tap,0.0000,kick,0.280,170.0000
61.8430,61843,0,tap,0.0000,kick,0.276,170.5000
62.0247,62025,2,tap,0.0000,snare,0.405,171.0000
62.2004,62200,1,tap,0.0000,kick,0.423,171.5000
62.3761,62376,3,tap,0.0000,snare,0.938,172.0000
62.5616,62562,0,tap,0.0000,kick,0.417,172.5000
62.7471,62747,2,tap,0.0000,snare,1.372,173.0000
62.9898,62990,1,tap,0.0000,kick,0.248,173.6667
63.1111,63111,3,tap,0.0000,snare,0.959,174.0000
63.2935,63293,0,tap,0.0000,kick,0.142,174.5000
63.4758,63476,1,tap,0.0000,kick,0.660,175.0000
63.7179,63718,0,tap,0.0000,kick,0.123,175.6667
63.8390,63839,1,tap,0.0000,kick,1.195,176.0000
64.0191,64019,0,tap,0.0000,kick,0.259,176.5000
64.1092,64109,2,tap,0.0000,snare,0.135,176.7500
64.1993,64199,3,tap,0.0000,snare,1.567,177.0000
64.3812,64381,1,tap,0.0000,kick,0.776,177.5000
64.5630,64563,0,tap,0.0000,kick,0.878,178.0000
64.8071,64807,1,tap,0.0000,hat,0.658,178.6667
64.9291,64929,0,tap,0.0000,kick,0.455,179.0000
65.0194,65019,1,tap,0.0000,kick,0.223,179.2500
65.1097,65110,0,tap,0.0000,kick,0.550,179.5000
65.2903,65290,0,tap,0.0000,kick,0.703,180.0000
65.4710,65471,1,tap,0.0000,kick,0.534,180.5000
65.6516,65652,2,tap,0.0000,snare,1.219,181.0000
65.8307,65831,0,tap,0.0000,kick,0.456,181.5000
66.0098,66010,3,tap,0.0000,snare,0.757,182.0000
66.2558,66256,1,tap,0.0000,kick,0.189,182.6667
66.3787,66379,2,tap,0.0000,snare,1.182,183.0000
66.6220,66622,0,tap,0.0000,kick,0.332,183.6667
66.7436,66744,1,tap,0.0000,kick,1.001,184.0000
66.9811,66981,0,tap,0.0000,kick,0.385,184.6667
67.0998,67100,3,tap,0.0000,snare,1.192,185.0000
67.2849,67285,1,tap,0.0000,kick,0.721,185.5000
67.4699,67470,0,tap,0.0000,kick,0.751,186.0000
67.6518,67652,1,tap,0.0000,kick,0.243,186.5000
67.8336,67834,0,tap,0.0000,kick,0.688,187.0000
68.0156,68016,1,tap,0.0000,kick,0.297,187.5000
68.0763,68076,2,tap,0.0000,hat,0.404,187.6667
68.1977,68198,0,tap,0.0000,kick,0.655,188.0000
68.3791,68379,1,tap,0.0000,kick,0.322,188.5000
68.5606,68561,2,tap,0.0000,snare,1.290,189.0000
68.7410,68741,0,tap,0.0000,kick,0.137,189.5000
68.9213,68921,1,tap,0.0000,kick,1.088,190.0000
69.0410,69041,3,tap,0.0000,snare,0.104,190.3333
69.1008,69101,2,tap,0.0000,snare,0.144,190.5000
69.2803,69280,3,tap,0.0000,snare,1.099,191.0000
69.5265,69526,2,tap,0.0000,snare,0.210,191.6667
69.6496,69650,0,tap,0.0000,kick,0.912,192.0000
69.8306,69831,1,tap,0.0000,kick,0.235,192.5000
70.0116,70012,3,tap,0.0000,snare,1.161,193.0000
70.1939,70194,0,tap,0.0000,kick,0.625,193.5000
70.3763,70376,1,tap,0.0000,kick,0.867,194.0000
70.6188,70619,1,tap,0.0000,hat,0.576,194.6667
70.7401,70740,0,tap,0.0000,kick,0.448,195.0000
70.8304,70830,2,tap,0.0000,hat,0.390,195.2500
70.9208,70921,1,tap,0.0000,kick,0.422,195.5000
71.1014,71101,0,tap,0.0000,kick,0.730,196.0000
71.2821,71282,1,tap,0.0000,kick,0.759,196.5000
71.4628,71463,2,tap,0.0000,snare,1.280,197.0000
71.6461,71646,0,tap,0.0000,kick,0.568,197.5000
71.7072,71707,3,tap,0.0000,snare,0.324,197.6667
71.8294,71829,1,tap,0.0000,kick,1.642,198.0000
72.0115,72012,0,tap,0.0000,kick,0.510,198.5000
72.1936,72194,2,tap,0.0000,snare,0.656,199.0000
72.3757,72376,1,tap,0.0000,kick,0.420,199.5000
72.5577,72558,0,tap,0.0000,kick,0.634,200.0000
72.7378,72738,1,tap,0.0000,kick,0.245,200.5000
72.9179,72918,3,tap,0.0000,snare,1.181,201.0000
73.1019,73102,0,tap,0.0000,kick,0.446,201.5000
73.2858,73286,1,tap,0.0000,kick,0.605,202.0000
73.4652,73465,0,tap,0.0000,kick,0.486,202.5000
73.6446,73645,2,tap,0.0000,snare,0.907,203.0000
73.8271,73827,1,tap,0.0000,kick,1.108,203.5000
74.0096,74010,0,tap,0.0000,kick,0.951,204.0000
74.1917,74192,1,tap,0.0000,kick,0.734,204.5000
74.3738,74374,0,tap,0.0000,kick,0.412,205.0000
74.5565,74556,1,tap,0.0000,kick,0.375,205.5000
74.7392,74739,0,tap,0.0000,kick,0.298,206.0000
74.9200,74920,1,tap,0.0000,kick,0.730,206.5000
75.1009,75101,0,tap,0.0000,kick,0.600,207.0000
75.2805,75281,1,tap,0.0000,kick,0.654,207.5000
75.4602,75460,0,tap,0.0000,kick,1.169,208.0000
75.6388,75639,1,tap,0.0000,kick,0.594,208.5000
75.8175,75817,3,tap,0.0000,snare,0.449,209.0000
76.0039,76004,0,tap,0.0000,kick,0.401,209.5000
76.1904,76190,1,tap,0.0000,kick,0.515,210.0000
76.3708,76371,0,tap,0.0000,kick,0.499,210.5000
76.5513,76551,1,tap,0.0000,kick,0.936,211.0000
76.7313,76731,0,tap,0.0000,kick,0.452,211.5000
76.9114,76911,2,tap,0.0000,snare,0.639,212.0000
77.0951,77095,1,tap,0.0000,kick,0.978,212.5000
77.2789,77279,0,tap,0.0000,kick,0.908,213.0000
77.4599,77460,1,tap,0.0000,kick,0.938,213.5000
77.6409,77641,0,tap,0.0000,kick,1.289,214.0000
77.8206,77821,1,tap,0.0000,kick,1.222,214.5000
78.0002,78000,3,tap,0.0000,snare,1.766,215.0000
78.2456,78246,1,tap,0.0000,hat,0.868,215.6667
78.3683,78368,2,tap,0.0000,snare,1.297,216.0000
78.5503,78550,0,tap,0.0000,kick,0.273,216.5000
78.7322,78732,3,tap,0.0000,snare,0.449,217.0000
