time_s,time_ms,lane,type,duration_s,kind,strength,beat
34.2368,34237,1,hold,0.3432,kick,1.253,94.0000
34.9605,34960,0,hold,0.7295,kick,1.392,96.0000
35.6888,35689,1,hold,0.3612,kick,1.263,98.0000
36.0502,36050,0,hold,0.7298,kick,1.273,99.0000
36.7812,36781,1,hold,0.3588,kick,0.655,101.0000
37.1423,37142,2,hold,0.3577,snare,0.934,102.0000
37.5042,37504,3,hold,0.3658,snare,0.973,103.0000
37.8686,37869,0,hold,0.3614,kick,1.250,104.0000
38.2312,38231,1,hold,0.7288,kick,0.992,105.0000
38.9592,38959,2,hold,0.3608,snare,0.755,107.0000
39.3215,39321,0,hold,0.7285,kick,1.050,108.0000
40.0487,40049,3,hold,0.3613,snare,1.192,110.0000
40.4110,40411,1,hold,0.3690,kick,1.002,111.0000
40.7763,40776,0,hold,0.3637,kick,0.907,112.0000
41.1386,41139,1,hold,0.3614,kick,0.834,113.0000
41.5016,41502,2,hold,0.7284,snare,0.748,114.0000
42.2294,42229,0,hold,0.3606,kick,0.996,116.0000
42.5911,42591,1,hold,0.3689,kick,0.988,117.0000
42.9564,42956,0,hold,0.7236,kick,0.919,118.0000
43.6809,43681,1,hold,0.7291,kick,0.892,120.0000
44.4089,44409,3,hold,0.7211,snare,0.788,122.0000
45.1324,45132,0,hold,0.3676,kick,0.874,124.0000
45.4986,45499,1,hold,0.3614,kick,0.988,125.0000
45.8604,45860,0,hold,0.3596,kick,0.958,126.0000
46.2238,46224,1,hold,1.2662,kick,0.677,127.0000
47.4905,47491,2,hold,0.3695,snare,0.596,131.0000
47.8572,47857,3,hold,0.8628,snare,0.720,132.0000
48.7215,48721,2,hold,0.3785,snare,0.592,
53.6693,53669,0,hold,0.3007,kick,0.675,148.0000
57.2997,57300,3,hold,0.7303,snare,0.648,158.0000
58.0276,58028,1,hold,0.3324,kick,0.612,160.0000
62.3761,62376,2,tap,0.0000,snare,0.938,172.0000
62.7471,62747,3,hold,0.3629,snare,1.372,173.0000
63.1111,63111,2,hold,0.7289,snare,0.959,174.0000
63.8390,63839,0,tap,0.0000,kick,1.195,176.0000
64.1993,64199,3,tap,0.0000,snare,1.567,177.0000
64.5630,64563,1,tap,0.0000,kick,0.878,178.0000
65.2903,65290,0,tap,0.0000,kick,0.703,180.0000
65.6516,65652,2,tap,0.0000,snare,1.219,181.0000
66.3787,66379,3,tap,0.0000,snare,1.182,183.0000
67.0998,67100,2,tap,0.0000,snare,1.192,185.0000
67.4699,67470,1,hold,0.3601,kick,0.751,186.0000
67.8336,67834,0,hold,0.5164,kick,0.688,187.0000
68.5606,68561,3,hold,0.7194,snare,1.290,189.0000
69.2803,69280,2,hold,0.3397,snare,1.099,191.0000
70.0116,70012,3,tap,0.0000,snare,1.161,193.0000
70.3763,70376,1,hold,0.5237,kick,0.867,194.0000
71.1014,71101,0,tap,0.0000,kick,0.730,196.0000
71.4628,71463,2,tap,0.0000,snare,1.280,197.0000
71.8294,71829,1,hold,0.3606,kick,1.642,198.0000
72.1936,72194,3,hold,0.3364,snare,0.656,199.0000
72.9179,72918,2,hold,0.3721,snare,1.181,201.0000
73.2858,73286,0,tap,0.0000,kick,0.605,202.0000
73.8421,73842,1,hold,0.3679,kick,1.108,
74.2066,74207,0,hold,0.7234,kick,0.734,
74.9291,74929,1,hold,0.5309,kick,0.730,
75.4602,75460,0,hold,1.0898,kick,1.169,208.0000
76.5513,76551,1,hold,0.5587,kick,0.936,211.0000
77.1137,77114,0,hold,0.5263,kick,0.978,
77.6409,77641,1,hold,0.3591,kick,1.289,214.0000
78.0002,78000,3,hold,0.3698,snare,1.766,215.0000
78.3683,78368,2,hold,0.7317,snare,1.297,216.0000
79.0972,79097,0,tap,0.0000,kick,0.628,218.0000
79.4581,79458,1,tap,0.0000,kick,1.211,219.0000
79.8201,79820,0,hold,0.5199,kick,1.105,220.0000
80.3834,80383,1,hold,0.3666,kick,1.123,
80.7491,80749,0,hold,0.4909,kick,0.906,
81.2710,81271,1,hold,0.7290,kick,1.341,224.0000
82.0011,82001,3,hold,0.3689,snare,0.719,226.0000
82.3671,82367,0,hold,0.8229,kick,0.664,227.0000
84.1841,84184,1,hold,1.9959,kick,0.776,
86.1815,86181,0,hold,1.4485,kick,0.730,238.0000
87.6339,87634,1,hold,1.4561,kick,0.696,242.0000
89.0880,89088,0,hold,1.4520,kick,0.812,246.0000
90.5387,90539,1,hold,1.4513,kick,0.754,250.0000
91.9941,91994,0,hold,1.4559,kick,0.643,254.0000
93.4478,93448,1,hold,4.0022,kick,0.753,258.0000
99.2591,99259,0,hold,4.0009,kick,0.676,274.0000
105.0705,105071,1,hold,1.8195,kick,0.612,290.0000
106.8881,106888,0,hold,4.0019,kick,0.689,295.0000
113.0617,113062,1,hold,1.0883,kick,0.578,312.0000
114.1517,114152,0,hold,3.9983,kick,0.579,315.0000
119.0548,119055,1,hold,0.5452,kick,0.578,
119.5992,119599,0,hold,0.3608,kick,0.583,330.0000
119.9619,119962,1,hold,0.5681,kick,0.595,331.0000
120.5266,120527,0,tap,0.0000,kick,0.728,
121.0484,121048,1,hold,0.5516,kick,1.092,334.0000
121.6037,121604,2,tap,0.0000,snare,1.062,
122.3238,122324,0,tap,0.0000,kick,1.518,
123.0705,123071,1,tap,0.0000,kick,1.026,
123.9572,123957,0,tap,0.0000,kick,1.064,342.0000
124.3180,124318,1,tap,0.0000,kick,1.067,343.0000
124.8831,124883,0,hold,0.3369,kick,0.918,
125.2248,125225,3,hold,0.7252,snare,0.869,346.0000
125.9498,125950,2,hold,0.5702,snare,1.188,348.0000
126.5177,126518,1,hold,0.3423,kick,0.759,
126.8650,126865,0,hold,0.8650,kick,1.075,
127.7342,127734,3,hold,0.3958,snare,0.702,353.0000
128.1301,128130,2,tap,0.0000,snare,1.026,354.0000
128.8562,128856,1,tap,0.0000,kick,1.127,356.0000
129.5846,129585,3,hold,0.7254,snare,0.903,358.0000
130.3106,130311,2,hold,0.5594,snare,0.911,360.0000
130.8731,130873,3,hold,0.7169,snare,0.951,
131.5874,131587,0,hold,0.5426,kick,0.887,
132.1262,132126,2,tap,0.0000,snare,0.720,365.0000
132.4897,132490,3,hold,0.7303,snare,1.354,366.0000
133.2169,133217,1,hold,0.3331,kick,0.836,368.0000
133.9428,133943,2,tap,0.0000,snare,0.886,370.0000
134.6697,134670,0,hold,0.7303,kick,0.921,372.0000
135.3963,135396,3,tap,0.0000,snare,1.050,374.0000
135.8265,135826,2,tap,0.0000,snare,1.114,
136.3016,136302,1,hold,0.5484,melodic,0.784,
136.8491,136849,3,hold,0.8909,snare,1.345,378.0000
137.7742,137774,1,hold,0.3558,kick,1.223,
138.1270,138127,0,hold,0.7130,kick,0.763,
138.8368,138837,1,hold,0.3732,kick,0.721,383.0000
139.2111,139211,0,hold,0.5489,kick,1.031,384.0000
139.7552,139755,2,hold,0.7448,snare,1.598,
140.5018,140502,1,tap,0.0000,kick,1.024,
141.0308,141031,0,hold,0.5992,kick,0.845,389.0000
141.6322,141632,3,tap,0.0000,snare,1.125,
142.1184,142118,1,hold,1.2916,kick,1.317,392.0000
143.4067,143407,0,tap,0.0000,kick,1.292,
143.7555,143755,1,tap,0.0000,kick,1.001,
144.2969,144297,0,hold,0.7231,kick,1.064,398.0000
145.0223,145022,1,tap,0.0000,kick,1.025,400.0000
145.3840,145384,0,hold,0.3660,kick,1.169,401.0000
145.7509,145751,1,hold,0.8391,kick,0.680,402.0000
146.5899,146590,2,hold,1.5301,snare,0.726,
148.1167,148117,0,hold,1.9933,kick,0.622,
150.1126,150113,1,hold,1.4574,kick,0.713,414.0000
151.5654,151565,0,hold,1.4546,kick,0.641,418.0000
153.0187,153019,1,hold,1.4513,kick,0.764,422.0000
154.4695,154470,0,hold,1.4605,kick,0.729,426.0000
155.9253,155925,1,hold,1.4547,kick,0.626,430.0000
157.3783,157378,0,hold,1.4517,kick,0.625,434.0000
158.8307,158831,1,hold,2.9093,kick,0.664,438.0000
161.7384,161738,0,hold,1.4516,kick,0.605,446.0000
163.1903,163190,1,hold,1.4497,kick,0.685,450.0000
164.6419,164642,0,hold,2.9081,kick,0.622,454.0000
167.5480,167548,1,hold,2.9020,kick,0.640,462.0000
170.4521,170452,0,hold,0.3679,kick,0.645,470.0000
170.8172,170817,1,hold,0.3328,kick,0.577,471.0000
176.2685,176269,0,hold,1.4515,kick,0.572,486.0000
177.7197,177720,1,hold,4.0003,kick,0.576,490.0000
191.8798,191880,3,hold,0.7302,snare,0.580,529.0000
192.6082,192608,2,hold,0.3618,snare,0.681,531.0000
192.9719,192972,3,hold,3.6381,snare,0.654,532.0000
196.6088,196609,0,hold,4.0012,kick,0.597,542.0000
200.9674,200967,1,hold,1.4526,kick,0.691,554.0000
202.4206,202421,0,hold,3.9994,kick,0.570,558.0000
212.5899,212590,1,hold,4.0001,kick,0.620,586.0000
219.1288,219129,0,hold,1.0912,kick,0.627,604.0000
220.2198,220220,1,hold,0.3602,kick,0.594,607.0000
220.5812,220581,0,hold,0.7288,kick,0.643,608.0000
221.3069,221307,1,hold,1.0931,kick,0.571,610.0000
222.3988,222399,0,hold,1.0912,kick,0.615,613.0000
223.4883,223488,1,hold,1.0917,kick,0.599,616.0000
224.5795,224580,0,hold,0.3605,kick,0.597,619.0000
224.9413,224941,1,hold,1.4487,kick,0.595,620.0000
226.3921,226392,0,hold,0.3679,kick,0.603,624.0000
226.7583,226758,1,hold,1.0917,kick,0.571,625.0000
227.8491,227849,0,hold,0.3609,kick,0.633,628.0000
228.2118,228212,1,hold,0.3582,kick,0.665,629.0000
228.5727,228573,0,hold,3.9973,kick,0.608,630.0000
232.5684,232568,1,hold,1.0916,kick,0.601,641.0000
233.6593,233659,0,hold,0.3607,kick,0.614,644.0000
234.0212,234021,1,hold,3.9988,kick,0.573,645.0000
