time_s,time_ms,lane,type,duration_s,kind,strength,beat
10.0780,10078,0,tap,0.0000,kick,0.951,27.5000
10.2596,10260,3,tap,0.0000,snare,1.731,28.0000
10.4407,10441,0,tap,0.0000,kick,1.436,28.5000
10.6218,10622,2,tap,0.0000,hat,1.618,29.0000
10.8043,10804,1,tap,0.0000,kick,0.832,29.5000
10.9867,10987,2,tap,0.0000,snare,1.493,30.0000
11.1677,11168,0,tap,0.0000,kick,1.298,30.5000
11.3488,11349,1,tap,0.0000,hat,1.710,31.0000
11.7086,11709,3,tap,0.0000,snare,3.732,32.0000
11.8903,11890,2,tap,0.0000,snare,0.664,32.5000
12.0720,12072,3,tap,0.0000,snare,2.573,33.0000
12.4391,12439,2,tap,0.0000,snare,1.866,34.0000
12.6218,12622,3,tap,0.0000,snare,0.503,34.5000
12.8044,12804,2,tap,0.0000,hat,0.569,35.0000
12.9861,12986,1,tap,0.0000,kick,1.013,35.5000
13.1678,13168,0,tap,0.0000,kick,1.972,36.0000
13.3485,13349,1,tap,0.0000,kick,0.961,36.5000
13.5292,13529,0,tap,0.0000,kick,2.098,37.0000
13.7102,13710,1,tap,0.0000,kick,0.615,37.5000
13.8911,13891,0,tap,0.0000,kick,1.996,38.0000
14.0738,14074,1,tap,0.0000,kick,0.819,38.5000
14.2564,14256,0,tap,0.0000,kick,1.868,39.0000
14.4378,14438,1,tap,0.0000,kick,0.693,39.5000
14.6192,14619,0,tap,0.0000,kick,2.071,40.0000
14.8001,14800,1,tap,0.0000,kick,0.863,40.5000
14.9809,14981,0,tap,0.0000,kick,2.061,41.0000
15.1637,15164,1,tap,0.0000,kick,0.668,41.5000
15.3466,15347,0,tap,0.0000,kick,1.835,42.0000
15.5275,15528,1,tap,0.0000,kick,0.988,42.5000
15.7084,15708,0,tap,0.0000,kick,2.081,43.0000
15.8898,15890,1,tap,0.0000,kick,0.611,43.5000
16.0712,16071,0,tap,0.0000,kick,1.885,44.0000
16.2533,16253,1,tap,0.0000,kick,0.776,44.5000
16.4353,16435,0,tap,0.0000,kick,1.738,45.0000
16.6170,16617,1,tap,0.0000,kick,0.793,45.5000
16.7987,16799,0,tap,0.0000,kick,1.957,46.0000
16.9796,16980,1,tap,0.0000,kick,0.892,46.5000
17.1604,17160,0,tap,0.0000,kick,2.059,47.0000
17.3433,17343,1,tap,0.0000,kick,0.645,47.5000
17.5261,17526,0,tap,0.0000,kick,1.681,48.0000
17.7070,17707,1,tap,0.0000,kick,0.994,48.5000
17.8879,17888,0,tap,0.0000,kick,1.970,49.0000
18.0700,18070,1,tap,0.0000,kick,0.707,49.5000
18.2521,18252,0,tap,0.0000,kick,1.906,50.0000
18.4323,18432,1,tap,0.0000,kick,0.826,50.5000
18.6124,18612,0,tap,0.0000,kick,1.946,51.0000
18.7956,18796,1,tap,0.0000,kick,0.820,51.5000
18.9789,18979,0,tap,0.0000,kick,1.945,52.0000
19.1603,19160,1,tap,0.0000,kick,1.170,52.5000
19.3417,19342,0,tap,0.0000,kick,1.617,53.0000
19.5241,19524,1,tap,0.0000,kick,0.582,53.5000
19.7064,19706,0,tap,0.0000,kick,1.827,54.0000
19.8878,19888,1,tap,0.0000,kick,1.078,54.5000
20.0691,20069,0,tap,0.0000,kick,1.858,55.0000
20.2500,20250,1,tap,0.0000,kick,0.534,55.5000
20.4310,20431,0,tap,0.0000,kick,2.005,56.0000
20.6128,20613,1,tap,0.0000,kick,1.034,56.5000
20.7946,20795,0,tap,0.0000,kick,1.527,57.0000
20.9767,20977,1,tap,0.0000,kick,0.768,57.5000
21.1587,21159,0,tap,0.0000,kick,1.922,58.0000
21.3395,21339,1,tap,0.0000,kick,1.114,58.5000
21.5203,21520,0,tap,0.0000,kick,1.859,59.0000
21.7025,21702,1,tap,0.0000,kick,0.534,59.5000
21.8847,21885,2,tap,0.0000,snare,1.600,60.0000
22.0668,22067,0,tap,0.0000,kick,0.950,60.5000
22.2490,22249,1,tap,0.0000,kick,1.863,61.0000
22.4296,22430,0,tap,0.0000,kick,0.593,61.5000
22.6102,22610,1,tap,0.0000,kick,1.958,62.0000
22.7925,22793,0,tap,0.0000,kick,0.912,62.5000
22.9749,22975,1,tap,0.0000,kick,1.445,63.0000
23.1563,23156,0,tap,0.0000,kick,0.599,63.5000
23.3377,23338,1,tap,0.0000,kick,1.913,64.0000
23.5187,23519,0,tap,0.0000,kick,1.110,64.5000
23.6998,23700,1,tap,0.0000,kick,1.841,65.0000
23.8821,23882,0,tap,0.0000,kick,0.623,65.5000
24.0645,24064,1,tap,0.0000,kick,1.689,66.0000
24.2462,24246,0,tap,0.0000,kick,1.024,66.5000
24.4280,24428,1,tap,0.0000,kick,1.714,67.0000
24.6103,24610,0,tap,0.0000,kick,0.852,67.5000
24.7926,24793,1,tap,0.0000,kick,1.553,68.0000
24.9742,24974,0,tap,0.0000,kick,0.771,68.5000
25.1557,25156,1,tap,0.0000,kick,1.292,69.0000
25.3370,25337,0,tap,0.0000,kick,0.572,69.5000
25.5183,25518,1,tap,0.0000,kick,1.546,70.0000
25.6996,25700,0,tap,0.0000,kick,0.873,70.5000
25.8810,25881,1,tap,0.0000,kick,1.361,71.0000
26.0625,26063,0,tap,0.0000,kick,0.475,71.5000
26.2440,26244,1,tap,0.0000,kick,1.319,72.0000
26.4263,26426,0,tap,0.0000,kick,0.821,72.5000
26.6086,26609,1,tap,0.0000,kick,1.343,73.0000
26.7890,26789,0,tap,0.0000,kick,0.541,73.5000
26.9694,26969,1,tap,0.0000,kick,1.596,74.0000
27.1512,27151,3,tap,0.0000,snare,0.787,74.5000
27.3330,27333,0,tap,0.0000,kick,1.330,75.0000
27.5157,27516,1,tap,0.0000,kick,0.511,75.5000
27.6985,27699,0,tap,0.0000,kick,1.287,76.0000
27.8800,27880,1,tap,0.0000,kick,0.921,76.5000
28.0615,28061,0,tap,0.0000,kick,1.186,77.0000
28.2417,28242,1,tap,0.0000,kick,0.514,77.5000
28.4219,28422,0,tap,0.0000,kick,1.434,78.0000
28.6045,28605,1,tap,0.0000,kick,0.729,78.5000
28.7872,28787,0,tap,0.0000,kick,1.219,79.0000
28.9684,28968,1,tap,0.0000,kick,0.540,79.5000
29.1495,29150,0,tap,0.0000,kick,1.526,80.0000
29.3316,29332,1,tap,0.0000,kick,0.722,80.5000
29.5137,29514,0,tap,0.0000,kick,0.905,81.0000
29.6956,29696,1,tap,0.0000,kick,0.436,81.5000
29.8775,29878,0,tap,0.0000,kick,0.962,82.0000
30.0585,30058,1,tap,0.0000,kick,0.604,82.5000
30.2395,30239,0,tap,0.0000,kick,0.907,83.0000
30.4214,30421,1,tap,0.0000,kick,0.343,83.5000
30.6033,30603,2,tap,0.0000,snare,0.684,84.0000
30.7859,30786,0,tap,0.0000,kick,0.436,84.5000
30.9684,30968,1,tap,0.0000,kick,0.832,85.0000
31.1491,31149,0,tap,0.0000,kick,0.387,85.5000
31.3297,31330,1,tap,0.0000,kick,0.999,86.0000
31.5112,31511,0,tap,0.0000,kick,0.613,86.5000
31.6927,31693,1,tap,0.0000,kick,0.876,87.0000
31.8746,31875,0,tap,0.0000,kick,0.321,87.5000
32.0566,32057,1,tap,0.0000,kick,1.009,88.0000
32.2382,32238,0,tap,0.0000,kick,0.737,88.5000
32.4199,32420,1,tap,0.0000,kick,1.106,89.0000
32.6012,32601,0,tap,0.0000,kick,0.551,89.5000
32.7826,32783,1,tap,0.0000,kick,1.171,90.0000
32.9640,32964,0,tap,0.0000,kick,0.601,90.5000
33.1454,33145,1,tap,0.0000,kick,1.078,91.0000
33.3275,33328,0,tap,0.0000,kick,0.544,91.5000
33.5097,33510,1,tap,0.0000,kick,1.111,92.0000
33.6906,33691,3,tap,0.0000,snare,0.721,92.5000
33.8716,33872,0,tap,0.0000,kick,1.043,93.0000
34.0542,34054,1,tap,0.0000,kick,0.455,93.5000
34.2368,34237,0,tap,0.0000,kick,1.253,94.0000
34.4179,34418,1,tap,0.0000,kick,0.705,94.5000
34.5990,34599,0,tap,0.0000,kick,1.184,95.0000
34.7797,34780,1,tap,0.0000,kick,0.540,95.5000
34.9605,34960,0,tap,0.0000,kick,1.392,96.0000
35.1434,35143,2,tap,0.0000,snare,0.717,96.5000
35.3263,35326,1,tap,0.0000,kick,0.916,97.0000
35.5075,35508,0,tap,0.0000,kick,0.506,97.5000
35.6888,35689,1,tap,0.0000,kick,1.263,98.0000
35.8695,35870,0,tap,0.0000,kick,0.760,98.5000
36.0502,36050,1,tap,0.0000,kick,1.273,99.0000
36.2349,36235,0,tap,0.0000,kick,0.521,99.5000
36.4195,36420,1,tap,0.0000,kick,0.523,100.0000
36.6004,36600,0,tap,0.0000,kick,0.442,100.5000
36.7812,36781,1,tap,0.0000,kick,0.655,101.0000
36.9617,36962,0,tap,0.0000,kick,0.344,101.5000
37.1423,37142,3,tap,0.0000,snare,0.934,102.0000
37.3232,37323,1,tap,0.0000,kick,0.469,102.5000
37.5042,37504,2,tap,0.0000,snare,0.973,103.0000
37.6864,37686,0,tap,0.0000,kick,0.340,103.5000
37.8686,37869,1,tap,0.0000,kick,1.250,104.0000
38.0499,38050,3,tap,0.0000,snare,0.680,104.5000
38.2312,38231,0,tap,0.0000,kick,0.992,105.0000
38.4139,38414,1,tap,0.0000,kick,0.438,105.5000
38.5965,38597,2,tap,0.0000,snare,0.937,106.0000
38.7778,38778,0,tap,0.0000,kick,0.476,106.5000
38.9592,38959,3,tap,0.0000,snare,0.755,107.0000
39.1403,39140,1,tap,0.0000,kick,0.593,107.5000
39.3215,39321,0,tap,0.0000,kick,1.050,108.0000
39.5043,39504,1,tap,0.0000,kick,0.555,108.5000
39.6871,39687,0,tap,0.0000,kick,0.971,109.0000
39.8679,39868,1,tap,0.0000,kick,0.346,109.5000
40.0487,40049,2,tap,0.0000,snare,1.192,110.0000
40.2298,40230,0,tap,0.0000,kick,0.540,110.5000
40.4110,40411,1,tap,0.0000,kick,1.002,111.0000
40.5937,40594,0,tap,0.0000,kick,0.297,111.5000
40.7763,40776,1,tap,0.0000,kick,0.907,112.0000
40.9575,40957,3,tap,0.0000,snare,0.587,112.5000
41.1386,41139,0,tap,0.0000,kick,0.834,113.0000
41.3201,41320,1,tap,0.0000,kick,0.516,113.5000
41.5016,41502,2,tap,0.0000,snare,0.748,114.0000
41.6837,41684,3,tap,0.0000,snare,0.522,114.5000
41.8657,41866,0,tap,0.0000,kick,0.655,115.0000
42.0475,42048,1,tap,0.0000,kick,0.393,115.5000
42.2294,42229,0,tap,0.0000,kick,0.996,116.0000
42.4102,42410,2,tap,0.0000,snare,0.559,116.5000
42.5911,42591,1,tap,0.0000,kick,0.988,117.0000
42.7737,42774,0,tap,0.0000,kick,0.316,117.5000
42.9564,42956,1,tap,0.0000,kick,0.919,118.0000
43.1377,43138,0,tap,0.0000,kick,0.510,118.5000
43.3191,43319,1,tap,0.0000,kick,0.867,119.0000
43.5000,43500,0,tap,0.0000,kick,0.294,119.5000
43.6809,43681,1,tap,0.0000,kick,0.892,120.0000
43.8637,43864,0,tap,0.0000,kick,0.594,120.5000
44.0465,44046,1,tap,0.0000,kick,0.760,121.0000
44.2277,44228,0,tap,0.0000,kick,0.403,121.5000
44.4089,44409,3,tap,0.0000,snare,0.788,122.0000
44.5897,44590,1,tap,0.0000,kick,0.563,122.5000
44.7706,44771,0,tap,0.0000,kick,0.774,123.0000
44.9515,44951,1,tap,0.0000,kick,0.515,123.5000
45.1324,45132,0,tap,0.0000,kick,0.874,124.0000
45.3155,45316,1,tap,0.0000,kick,0.524,124.5000
45.4986,45499,0,tap,0.0000,kick,0.988,125.0000
45.6795,45680,1,tap,0.0000,kick,0.360,125.5000
45.8604,45860,0,tap,0.0000,kick,0.958,126.0000
46.0421,46042,1,tap,0.0000,kick,0.485,126.5000
46.2238,46224,0,tap,0.0000,kick,0.677,127.0000
46.4622,46462,1,tap,0.0000,kick,0.265,127.7500
46.7756,46776,2,hold,0.4144,snare,0.247,128.7500
47.1918,47192,0,tap,0.0000,kick,0.308,130.0000
47.3412,47341,3,tap,0.0000,snare,0.344,130.5000
47.4905,47491,2,tap,0.0000,snare,0.596,131.0000
47.6739,47674,3,tap,0.0000,snare,0.591,131.5000
47.8572,47857,2,tap,0.0000,snare,0.720,132.0000
48.0375,48038,3,tap,0.0000,snare,0.575,132.5000
48.2178,48218,2,tap,0.0000,snare,0.418,133.0000
48.3997,48400,3,tap,0.0000,snare,0.477,133.5000
48.5817,48582,2,tap,0.0000,snare,0.411,134.0000
48.7628,48763,3,tap,0.0000,snare,0.592,134.5000
48.9439,48944,2,tap,0.0000,snare,0.399,135.0000
49.1260,49126,3,tap,0.0000,snare,0.399,135.5000
49.3081,49308,2,tap,0.0000,snare,0.509,136.0000
49.4891,49489,3,tap,0.0000,snare,0.467,136.5000
49.6701,49670,2,tap,0.0000,snare,0.487,137.0000
49.8533,49853,3,tap,0.0000,snare,0.362,137.5000
50.0366,50037,2,tap,0.0000,snare,0.473,138.0000
50.2178,50218,3,tap,0.0000,snare,0.456,138.5000
50.3989,50399,2,tap,0.0000,snare,0.525,139.0000
50.5800,50580,3,tap,0.0000,snare,0.360,139.5000
50.7611,50761,2,tap,0.0000,snare,0.446,140.0000
50.9422,50942,3,tap,0.0000,snare,0.336,140.5000
51.1232,51123,2,tap,0.0000,snare,0.391,141.0000
51.3069,51307,3,tap,0.0000,snare,0.383,141.5000
51.4906,51491,2,tap,0.0000,snare,0.476,142.0000
51.6707,51671,3,tap,0.0000,snare,0.406,142.5000
51.8508,51851,2,hold,0.3592,snare,0.510,143.0000
52.2110,52211,3,tap,0.0000,snare,0.423,144.0000
52.3948,52395,2,tap,0.0000,snare,0.278,144.5000
52.5786,52579,3,tap,0.0000,snare,0.320,145.0000
52.7606,52761,2,tap,0.0000,snare,0.245,145.5000
52.9425,52943,3,tap,0.0000,snare,0.289,146.0000
53.1228,53123,2,tap,0.0000,snare,0.325,146.5000
53.3031,53303,3,tap,0.0000,snare,0.339,147.0000
53.4862,53486,2,tap,0.0000,snare,0.239,147.5000
53.6693,53669,1,hold,0.3007,kick,0.675,148.0000
54.0306,54031,3,tap,0.0000,snare,0.288,149.0000
54.2141,54214,2,tap,0.0000,snare,0.282,149.5000
54.3976,54398,3,tap,0.0000,snare,0.414,150.0000
54.5780,54578,2,tap,0.0000,snare,0.279,150.5000
54.7585,54758,3,tap,0.0000,snare,0.358,151.0000
54.9393,54939,2,tap,0.0000,snare,0.441,151.5000
55.1202,55120,3,tap,0.0000,snare,0.375,152.0000
55.3022,55302,2,tap,0.0000,snare,0.306,152.5000
55.4843,55484,3,tap,0.0000,snare,0.385,153.0000
55.6661,55666,2,tap,0.0000,snare,0.407,153.5000
55.8479,55848,3,tap,0.0000,snare,0.454,154.0000
56.0295,56030,2,tap,0.0000,snare,0.374,154.5000
56.2111,56211,3,tap,0.0000,snare,0.471,155.0000
56.3910,56391,0,tap,0.0000,kick,0.450,155.5000
56.5710,56571,2,hold,0.3690,snare,0.559,156.0000
56.9389,56939,3,tap,0.0000,snare,0.303,157.0000
57.1193,57119,2,tap,0.0000,snare,0.305,157.5000
57.2997,57300,3,tap,0.0000,snare,0.648,158.0000
57.4821,57482,2,tap,0.0000,snare,0.286,158.5000
57.6645,57665,3,tap,0.0000,snare,0.597,159.0000
57.8461,57846,2,tap,0.0000,snare,0.373,159.5000
58.0276,58028,1,hold,0.3324,kick,0.612,160.0000
58.5765,58576,3,tap,0.0000,snare,0.322,161.5000
59.7997,59800,2,tap,0.0000,snare,0.236,164.7500
59.8913,59891,0,hold,0.5187,kick,0.269,165.0000
60.4142,60414,1,tap,0.0000,hat,0.326,166.5000
60.9375,60937,1,tap,0.0000,kick,0.315,168.0000
61.2072,61207,3,tap,0.0000,snare,0.557,168.7500
61.4792,61479,0,tap,0.0000,kick,0.264,169.5000
61.6613,61661,1,tap,0.0000,kick,0.280,170.0000
61.8430,61843,0,tap,0.0000,kick,0.276,170.5000
62.0247,62025,2,tap,0.0000,snare,0.405,171.0000
62.2004,62200,1,tap,0.0000,kick,0.423,171.5000
62.3761,62376,3,tap,0.0000,snare,0.938,172.0000
62.5616,62562,0,tap,0.0000,kick,0.417,172.5000
62.7471,62747,2,tap,0.0000,snare,1.372,173.0000
62.9291,62929,1,tap,0.0000,kick,0.248,173.5000
63.1111,63111,3,hold,0.3689,snare,0.959,174.0000
63.4758,63476,0,hold,0.3642,kick,0.660,175.0000
63.8390,63839,1,tap,0.0000,kick,1.195,176.0000
64.0191,64019,0,tap,0.0000,kick,0.259,176.5000
64.1993,64199,2,tap,0.0000,snare,1.567,177.0000
64.3812,64381,1,tap,0.0000,kick,0.776,177.5000
64.5630,64563,0,tap,0.0000,kick,0.878,178.0000
64.8376,64838,2,tap,0.0000,hat,0.658,178.7500
64.9291,64929,1,tap,0.0000,kick,0.455,179.0000
65.1097,65110,0,tap,0.0000,kick,0.550,179.5000
65.2903,65290,1,tap,0.0000,kick,0.703,180.0000
65.4710,65471,0,tap,0.0000,kick,0.534,180.5000
65.6516,65652,3,tap,0.0000,snare,1.219,181.0000
65.8307,65831,1,tap,0.0000,kick,0.456,181.5000
66.0098,66010,2,hold,0.3702,snare,0.757,182.0000
66.3787,66379,3,tap,0.0000,snare,1.182,183.0000
66.5612,66561,0,tap,0.0000,kick,0.332,183.5000
66.7436,66744,1,tap,0.0000,kick,1.001,184.0000
66.9217,66922,0,tap,0.0000,kick,0.385,184.5000
67.0998,67100,2,tap,0.0000,snare,1.192,185.0000
67.2849,67285,1,tap,0.0000,kick,0.721,185.5000
67.4699,67470,0,tap,0.0000,kick,0.751,186.0000
67.6518,67652,1,tap,0.0000,kick,0.243,186.5000
67.8336,67834,0,tap,0.0000,kick,0.688,187.0000
68.1066,68107,1,tap,0.0000,hat,0.404,187.7500
68.1977,68198,0,tap,0.0000,kick,0.655,188.0000
68.3791,68379,1,tap,0.0000,kick,0.322,188.5000
68.5606,68561,3,hold,0.3594,snare,1.290,189.0000
68.9213,68921,1,hold,0.3587,kick,1.088,190.0000
69.2803,69280,2,hold,0.3397,snare,1.099,191.0000
69.6496,69650,0,tap,0.0000,kick,0.912,192.0000
69.8306,69831,1,tap,0.0000,kick,0.235,192.5000
70.0116,70012,3,tap,0.0000,snare,1.161,193.0000
70.1939,70194,0,tap,0.0000,kick,0.625,193.5000
70.3763,70376,1,tap,0.0000,kick,0.867,194.0000
70.6491,70649,2,tap,0.0000,hat,0.576,194.7500
70.7401,70740,0,tap,0.0000,kick,0.448,195.0000
70.9208,70921,1,tap,0.0000,kick,0.422,195.5000
71.1014,71101,0,tap,0.0000,kick,0.730,196.0000
71.2821,71282,1,tap,0.0000,kick,0.759,196.5000
71.4628,71463,2,tap,0.0000,snare,1.280,197.0000
71.6461,71646,0,tap,0.0000,kick,0.568,197.5000
71.8294,71829,1,tap,0.0000,kick,1.642,198.0000
72.0115,72012,0,tap,0.0000,kick,0.510,198.5000
72.1936,72194,3,tap,0.0000,snare,0.656,199.0000
72.3757,72376,1,tap,0.0000,kick,0.420,199.5000
72.5577,72558,0,tap,0.0000,kick,0.634,200.0000
72.7378,72738,1,tap,0.0000,kick,0.245,200.5000
72.9179,72918,2,tap,0.0000,snare,1.181,201.0000
73.1019,73102,0,tap,0.0000,kick,0.446,201.5000
73.2858,73286,1,tap,0.0000,kick,0.605,202.0000
73.4652,73465,0,tap,0.0000,kick,0.486,202.5000
73.6446,73645,3,tap,0.0000,snare,0.907,203.0000
73.8271,73827,1,tap,0.0000,kick,1.108,203.5000
74.0096,74010,0,tap,0.0000,kick,0.951,204.0000
74.1917,74192,1,tap,0.0000,kick,0.734,204.5000
74.3738,74374,0,tap,0.0000,kick,0.412,205.0000
74.5565,74556,1,tap,0.0000,kick,0.375,205.5000
74.7392,74739,0,tap,0.0000,kick,0.298,206.0000
74.9200,74920,1,tap,0.0000,kick,0.730,206.5000
75.1009,75101,0,tap,0.0000,kick,0.600,207.0000
75.2805,75281,1,tap,0.0000,kick,0.654,207.5000
75.4602,75460,0,tap,0.0000,kick,1.169,208.0000
75.6388,75639,1,tap,0.0000,kick,0.594,208.5000
75.8175,75817,2,tap,0.0000,snare,0.449,209.0000
76.0039,76004,0,tap,0.0000,kick,0.401,209.5000
76.1904,76190,1,tap,0.0000,kick,0.515,210.0000
76.3708,76371,0,tap,0.0000,kick,0.499,210.5000
76.5513,76551,1,tap,0.0000,kick,0.936,211.0000
76.7313,76731,0,tap,0.0000,kick,0.452,211.5000
76.9114,76911,3,tap,0.0000,snare,0.639,212.0000
77.0951,77095,1,tap,0.0000,kick,0.978,212.5000
77.2789,77279,0,tap,0.0000,kick,0.908,213.0000
77.4599,77460,1,tap,0.0000,kick,0.938,213.5000
77.6409,77641,0,tap,0.0000,kick,1.289,214.0000
77.8206,77821,1,tap,0.0000,kick,1.222,214.5000
78.0002,78000,2,tap,0.0000,snare,1.766,215.0000
78.2763,78276,1,tap,0.0000,hat,0.868,215.7500
78.3683,78368,3,tap,0.0000,snare,1.297,216.0000
78.5503,78550,0,tap,0.0000,kick,0.273,216.5000
78.7322,78732,2,tap,0.0000,snare,0.449,217.0000
78.9147,78915,1,tap,0.0000,kick,0.426,217.5000
79.0972,79097,0,tap,0.0000,kick,0.628,218.0000
79.2777,79278,1,tap,0.0000,kick,0.685,218.5000
79.4581,79458,0,tap,0.0000,kick,1.211,219.0000
79.6391,79639,1,tap,0.0000,kick,1.186,219.5000
79.8201,79820,0,tap,0.0000,kick,1.105,220.0000
80.0012,80001,1,tap,0.0000,kick,0.601,220.5000
80.1822,80182,3,tap,0.0000,snare,1.035,221.0000
80.3654,80365,0,tap,0.0000,kick,1.123,221.5000
80.5485,80549,1,tap,0.0000,kick,0.361,222.0000
80.7303,80730,0,tap,0.0000,kick,0.906,222.5000
80.9120,80912,1,tap,0.0000,kick,0.662,223.0000
81.0915,81092,0,tap,0.0000,kick,0.851,223.5000
81.2710,81271,1,tap,0.0000,kick,1.341,224.0000
81.4551,81455,2,tap,0.0000,snare,1.195,224.5000
81.6392,81639,3,tap,0.0000,snare,0.554,225.0000
81.8202,81820,0,tap,0.0000,kick,0.635,225.5000
82.0011,82001,2,tap,0.0000,snare,0.719,226.0000
82.1841,82184,1,tap,0.0000,kick,0.346,226.5000
82.3671,82367,0,tap,0.0000,kick,0.664,227.0000
82.5230,82523,1,hold,0.7670,kick,0.575,227.5000
83.2861,83286,0,hold,0.8639,kick,0.267,229.7500
84.2034,84203,1,tap,0.0000,kick,0.776,232.5000
84.3674,84367,0,tap,0.0000,kick,0.303,233.0000
84.5486,84549,3,tap,0.0000,snare,0.279,233.5000
84.7299,84730,1,tap,0.0000,kick,0.397,234.0000
84.9108,84911,2,tap,0.0000,snare,0.246,234.5000
85.0916,85092,3,tap,0.0000,snare,0.523,235.0000
85.2731,85273,0,tap,0.0000,kick,0.303,235.5000
85.4545,85455,2,tap,0.0000,snare,0.435,236.0000
85.6369,85637,1,tap,0.0000,kick,0.265,236.5000
85.8194,85819,0,tap,0.0000,kick,0.497,237.0000
86.0004,86000,3,tap,0.0000,snare,0.547,237.5000
86.1815,86181,1,tap,0.0000,kick,0.730,238.0000
86.3629,86363,0,tap,0.0000,kick,0.409,238.5000
86.5443,86544,2,tap,0.0000,snare,0.309,239.0000
86.7268,86727,1,tap,0.0000,kick,0.410,239.5000
86.9093,86909,3,tap,0.0000,snare,0.297,240.0000
87.0913,87091,0,tap,0.0000,kick,0.474,240.5000
87.2732,87273,1,tap,0.0000,kick,0.420,241.0000
87.4536,87454,0,tap,0.0000,kick,0.470,241.5000
87.6339,87634,1,tap,0.0000,kick,0.696,242.0000
87.8164,87816,2,tap,0.0000,snare,0.444,242.5000
87.9988,87999,3,tap,0.0000,snare,0.435,243.0000
88.1805,88180,0,tap,0.0000,kick,0.401,243.5000
88.3622,88362,2,tap,0.0000,snare,0.405,244.0000
88.5429,88543,1,tap,0.0000,kick,0.335,244.5000
88.7235,88724,0,tap,0.0000,kick,0.435,245.0000
88.9057,88906,1,tap,0.0000,kick,0.436,245.5000
89.0880,89088,0,tap,0.0000,kick,0.812,246.0000
89.2701,89270,1,tap,0.0000,kick,0.397,246.5000
89.4522,89452,3,tap,0.0000,snare,0.390,247.0000
89.6347,89635,0,tap,0.0000,kick,0.527,247.5000
89.8173,89817,2,tap,0.0000,snare,0.310,248.0000
89.9984,89998,1,tap,0.0000,kick,0.388,248.5000
90.1796,90180,0,tap,0.0000,kick,0.399,249.0000
90.3592,90359,3,tap,0.0000,snare,0.447,249.5000
90.5387,90539,1,tap,0.0000,kick,0.754,250.0000
90.7226,90723,2,tap,0.0000,snare,0.399,250.5000
90.9066,90907,0,tap,0.0000,kick,0.412,251.0000
91.0874,91087,1,tap,0.0000,kick,0.275,251.5000
